img_name,label1,label2,label3,final_label
clothes_1.jpg,paper,trash,clothes,clothes
clothes_10.jpg,clothes,clothes,trash,clothes
clothes_100.jpg,clothes,trash,clothes,clothes
clothes_101.jpg,clothes,shoes,clothes,clothes
clothes_102.jpg,clothes,trash,clothes,clothes
clothes_103.jpg,clothes,clothes,shoes,clothes
clothes_104.jpg,paper,trash,clothes,clothes
clothes_105.jpg,trash,clothes,clothes,clothes
clothes_106.jpg,clothes,trash,trash,clothes
clothes_107.jpg,clothes,clothes,trash,clothes
clothes_108.jpg,trash,clothes,trash,clothes
clothes_109.jpg,clothes,clothes,shoes,clothes
clothes_11.jpg,trash,clothes,clothes,clothes
clothes_110.jpg,clothes,paper,clothes,clothes
clothes_111.jpg,clothes,clothes,trash,clothes
clothes_112.jpg,clothes,clothes,trash,clothes
clothes_113.jpg,shoes,paper,shoes,clothes
clothes_114.jpg,paper,clothes,clothes,clothes
clothes_115.jpg,paper,clothes,clothes,clothes
clothes_116.jpg,clothes,clothes,shoes,clothes
clothes_117.jpg,trash,clothes,clothes,clothes
clothes_118.jpg,clothes,trash,clothes,clothes
clothes_119.jpg,clothes,clothes,trash,clothes
clothes_12.jpg,shoes,clothes,clothes,clothes
clothes_120.jpg,trash,paper,clothes,clothes
clothes_121.jpg,clothes,paper,clothes,clothes
clothes_122.jpg,paper,trash,clothes,clothes
clothes_123.jpg,clothes,clothes,trash,clothes
clothes_124.jpg,shoes,clothes,clothes,clothes
clothes_125.jpg,clothes,shoes,clothes,clothes
clothes_126.jpg,trash,trash,clothes,clothes
clothes_127.jpg,clothes,shoes,shoes,clothes
clothes_128.jpg,clothes,paper,clothes,clothes
clothes_129.jpg,shoes,shoes,clothes,clothes
clothes_13.jpg,paper,paper,clothes,clothes
clothes_130.jpg,clothes,shoes,clothes,clothes
clothes_131.jpg,paper,clothes,trash,clothes
clothes_132.jpg,paper,clothes,clothes,clothes
clothes_133.jpg,clothes,clothes,paper,clothes
clothes_134.jpg,trash,clothes,clothes,clothes
clothes_135.jpg,clothes,trash,clothes,clothes
clothes_136.jpg,clothes,clothes,shoes,clothes
clothes_137.jpg,shoes,clothes,clothes,clothes
clothes_138.jpg,trash,clothes,shoes,clothes
clothes_139.jpg,shoes,clothes,clothes,clothes
clothes_14.jpg,shoes,clothes,clothes,clothes
clothes_140.jpg,clothes,trash,clothes,clothes
clothes_141.jpg,clothes,trash,paper,clothes
clothes_142.jpg,clothes,trash,clothes,clothes
clothes_143.jpg,clothes,paper,clothes,clothes
clothes_144.jpg,trash,clothes,trash,clothes
clothes_145.jpg,clothes,clothes,trash,clothes
clothes_146.jpg,clothes,trash,clothes,clothes
clothes_147.jpg,clothes,shoes,shoes,clothes
clothes_148.jpg,clothes,trash,clothes,clothes
clothes_149.jpg,clothes,clothes,trash,clothes
clothes_15.jpg,paper,clothes,clothes,clothes
clothes_150.jpg,clothes,clothes,shoes,clothes
clothes_151.jpg,clothes,shoes,clothes,clothes
clothes_152.jpg,clothes,clothes,paper,clothes
clothes_153.jpg,shoes,clothes,clothes,clothes
clothes_154.jpg,clothes,clothes,shoes,clothes
clothes_155.jpg,trash,clothes,clothes,clothes
clothes_156.jpg,clothes,trash,clothes,clothes
clothes_157.jpg,shoes,shoes,clothes,clothes
clothes_158.jpg,clothes,clothes,paper,clothes
clothes_159.jpg,clothes,shoes,paper,clothes
clothes_16.jpg,clothes,trash,clothes,clothes
clothes_160.jpg,shoes,trash,paper,clothes
clothes_161.jpg,clothes,clothes,trash,clothes
clothes_162.jpg,paper,clothes,clothes,clothes
clothes_163.jpg,trash,clothes,clothes,clothes
clothes_164.jpg,clothes,paper,trash,clothes
clothes_165.jpg,clothes,clothes,paper,clothes
clothes_166.jpg,clothes,paper,clothes,clothes
clothes_167.jpg,clothes,paper,clothes,clothes
clothes_168.jpg,clothes,paper,trash,clothes
clothes_169.jpg,clothes,paper,clothes,clothes
clothes_17.jpg,shoes,clothes,clothes,clothes
clothes_170.jpg,clothes,shoes,clothes,clothes
clothes_171.jpg,clothes,paper,clothes,clothes
clothes_172.jpg,clothes,trash,clothes,clothes
clothes_173.jpg,clothes,paper,trash,clothes
clothes_174.jpg,clothes,paper,clothes,clothes
clothes_175.jpg,clothes,shoes,clothes,clothes
clothes_176.jpg,clothes,paper,clothes,clothes
clothes_177.jpg,clothes,paper,trash,clothes
clothes_178.jpg,clothes,trash,clothes,clothes
clothes_179.jpg,clothes,shoes,clothes,clothes
clothes_18.jpg,clothes,paper,clothes,clothes
clothes_180.jpg,clothes,paper,clothes,clothes
clothes_181.jpg,clothes,clothes,shoes,clothes
clothes_182.jpg,shoes,trash,clothes,clothes
clothes_183.jpg,shoes,clothes,clothes,clothes
clothes_184.jpg,shoes,clothes,trash,clothes
clothes_185.jpg,clothes,trash,clothes,clothes
clothes_186.jpg,clothes,trash,clothes,clothes
clothes_187.jpg,shoes,clothes,paper,clothes
clothes_188.jpg,clothes,clothes,paper,clothes
clothes_189.jpg,clothes,shoes,clothes,clothes
clothes_19.jpg,clothes,trash,shoes,clothes
clothes_190.jpg,clothes,clothes,paper,clothes
clothes_191.jpg,clothes,clothes,trash,clothes
clothes_192.jpg,clothes,shoes,clothes,clothes
clothes_193.jpg,clothes,shoes,clothes,clothes
clothes_194.jpg,shoes,clothes,trash,clothes
clothes_195.jpg,shoes,clothes,clothes,clothes
clothes_196.jpg,trash,clothes,clothes,clothes
clothes_197.jpg,trash,clothes,clothes,clothes
clothes_198.jpg,clothes,trash,clothes,clothes
clothes_199.jpg,clothes,trash,clothes,clothes
clothes_2.jpg,clothes,shoes,paper,clothes
clothes_20.jpg,paper,trash,paper,clothes
clothes_200.jpg,clothes,trash,clothes,clothes
clothes_201.jpg,shoes,shoes,shoes,clothes
clothes_202.jpg,shoes,clothes,clothes,clothes
clothes_203.jpg,clothes,clothes,shoes,clothes
clothes_204.jpg,clothes,trash,clothes,clothes
clothes_205.jpg,clothes,paper,clothes,clothes
clothes_206.jpg,shoes,clothes,clothes,clothes
clothes_207.jpg,clothes,clothes,shoes,clothes
clothes_208.jpg,shoes,paper,shoes,clothes
clothes_209.jpg,clothes,shoes,clothes,clothes
clothes_21.jpg,clothes,paper,clothes,clothes
clothes_210.jpg,paper,clothes,shoes,clothes
clothes_211.jpg,clothes,shoes,clothes,clothes
clothes_212.jpg,shoes,clothes,clothes,clothes
clothes_213.jpg,clothes,clothes,shoes,clothes
clothes_214.jpg,clothes,shoes,trash,clothes
clothes_215.jpg,trash,clothes,trash,clothes
clothes_216.jpg,trash,clothes,clothes,clothes
clothes_217.jpg,clothes,paper,trash,clothes
clothes_218.jpg,clothes,clothes,shoes,clothes
clothes_219.jpg,trash,clothes,clothes,clothes
clothes_22.jpg,clothes,clothes,trash,clothes
clothes_220.jpg,clothes,paper,clothes,clothes
clothes_221.jpg,clothes,shoes,clothes,clothes
clothes_222.jpg,clothes,clothes,paper,clothes
clothes_223.jpg,clothes,trash,clothes,clothes
clothes_224.jpg,clothes,shoes,paper,clothes
clothes_225.jpg,shoes,clothes,clothes,clothes
clothes_226.jpg,clothes,shoes,clothes,clothes
clothes_227.jpg,clothes,clothes,paper,clothes
clothes_228.jpg,paper,clothes,clothes,clothes
clothes_229.jpg,clothes,trash,clothes,clothes
clothes_23.jpg,clothes,clothes,paper,clothes
clothes_230.jpg,trash,clothes,clothes,clothes
clothes_231.jpg,paper,shoes,clothes,clothes
clothes_232.jpg,clothes,clothes,shoes,clothes
clothes_233.jpg,clothes,clothes,shoes,clothes
clothes_234.jpg,shoes,paper,shoes,clothes
clothes_235.jpg,shoes,clothes,clothes,clothes
clothes_236.jpg,paper,clothes,clothes,clothes
clothes_237.jpg,clothes,clothes,trash,clothes
clothes_238.jpg,clothes,clothes,shoes,clothes
clothes_239.jpg,clothes,clothes,shoes,clothes
clothes_24.jpg,clothes,clothes,trash,clothes
clothes_240.jpg,shoes,clothes,clothes,clothes
clothes_241.jpg,clothes,shoes,paper,clothes
clothes_242.jpg,shoes,paper,clothes,clothes
clothes_243.jpg,paper,clothes,paper,clothes
clothes_244.jpg,paper,paper,clothes,clothes
clothes_245.jpg,paper,clothes,clothes,clothes
clothes_246.jpg,clothes,clothes,shoes,clothes
clothes_247.jpg,trash,trash,shoes,clothes
clothes_248.jpg,clothes,paper,clothes,clothes
clothes_249.jpg,clothes,paper,clothes,clothes
