img_name,label1,label2,label3,final_label
trash_1.jpg,biological,trash,trash,trash
trash_10.jpg,biological,trash,plastic,trash
trash_100.jpg,trash,trash,biological,trash
trash_101.jpg,paper,biological,trash,trash
trash_102.jpg,trash,paper,trash,trash
trash_103.jpg,paper,plastic,paper,trash
trash_104.jpg,trash,paper,trash,trash
trash_105.jpg,trash,trash,biological,trash
trash_106.jpg,trash,trash,plastic,trash
trash_107.jpg,trash,plastic,plastic,trash
trash_108.jpg,paper,plastic,trash,trash
trash_109.jpg,trash,trash,paper,trash
trash_11.jpg,biological,paper,plastic,trash
trash_110.jpg,biological,trash,trash,trash
trash_111.jpg,trash,trash,biological,trash
trash_112.jpg,plastic,plastic,trash,trash
trash_113.jpg,trash,trash,biological,trash
trash_114.jpg,biological,paper,trash,trash
trash_115.jpg,biological,trash,trash,trash
trash_116.jpg,trash,biological,trash,trash
trash_117.jpg,biological,paper,plastic,trash
trash_118.jpg,biological,plastic,trash,trash
trash_119.jpg,paper,paper,biological,trash
trash_12.jpg,trash,plastic,trash,trash
trash_120.jpg,plastic,biological,paper,trash
trash_121.jpg,trash,plastic,trash,trash
trash_122.jpg,trash,paper,plastic,trash
trash_123.jpg,trash,trash,biological,trash
trash_124.jpg,paper,trash,trash,trash
trash_125.jpg,trash,plastic,paper,trash
trash_126.jpg,trash,biological,trash,trash
trash_127.jpg,paper,trash,biological,trash
trash_128.jpg,trash,paper,trash,trash
trash_129.jpg,trash,biological,trash,trash
trash_13.jpg,paper,trash,plastic,trash
trash_130.jpg,paper,trash,trash,trash
trash_131.jpg,paper,trash,trash,trash
trash_132.jpg,trash,biological,trash,trash
trash_133.jpg,trash,plastic,biological,trash
trash_134.jpg,biological,trash,trash,trash
trash_135.jpg,plastic,trash,biological,trash
trash_136.jpg,trash,biological,trash,trash
trash_137.jpg,trash,trash,biological,trash
trash_138.jpg,paper,biological,trash,trash
trash_139.jpg,biological,trash,trash,trash
trash_14.jpg,trash,trash,plastic,trash
trash_140.jpg,paper,trash,trash,trash
trash_141.jpg,trash,paper,paper,trash
trash_142.jpg,trash,plastic,trash,trash
trash_143.jpg,biological,plastic,trash,trash
trash_144.jpg,biological,biological,biological,trash
trash_145.jpg,trash,trash,biological,trash
trash_146.jpg,trash,paper,trash,trash
trash_147.jpg,trash,biological,trash,trash
trash_148.jpg,trash,biological,trash,trash
trash_149.jpg,plastic,trash,trash,trash
trash_15.jpg,trash,biological,paper,trash
