img_name,label1,label2,label3,final_label
cardboard_1.jpg,trash,cardboard,cardboard,cardboard
cardboard_10.jpg,trash,cardboard,paper,cardboard
cardboard_100.jpg,cardboard,cardboard,trash,cardboard
cardboard_101.jpg,cardboard,cardboard,trash,cardboard
cardboard_102.jpg,cardboard,paper,cardboard,cardboard
cardboard_103.jpg,cardboard,cardboard,paper,cardboard
cardboard_104.jpg,cardboard,cardboard,paper,cardboard
cardboard_105.jpg,cardboard,cardboard,plastic,cardboard
cardboard_106.jpg,cardboard,plastic,trash,cardboard
cardboard_107.jpg,plastic,cardboard,cardboard,cardboard
cardboard_108.jpg,cardboard,plastic,cardboard,cardboard
cardboard_109.jpg,trash,trash,cardboard,cardboard
cardboard_11.jpg,cardboard,trash,cardboard,cardboard
cardboard_110.jpg,trash,plastic,paper,cardboard
cardboard_111.jpg,cardboard,paper,cardboard,cardboard
cardboard_112.jpg,plastic,cardboard,cardboard,cardboard
cardboard_113.jpg,trash,paper,paper,cardboard
cardboard_114.jpg,cardboard,paper,cardboard,cardboard
cardboard_115.jpg,cardboard,trash,cardboard,cardboard
cardboard_116.jpg,paper,plastic,cardboard,cardboard
cardboard_117.jpg,cardboard,cardboard,paper,cardboard
cardboard_118.jpg,cardboard,trash,cardboard,cardboard
cardboard_119.jpg,cardboard,plastic,cardboard,cardboard
cardboard_12.jpg,cardboard,paper,cardboard,cardboard
cardboard_120.jpg,cardboard,trash,cardboard,cardboard
cardboard_121.jpg,trash,trash,trash,cardboard
cardboard_122.jpg,plastic,trash,trash,cardboard
cardboard_123.jpg,cardboard,paper,plastic,cardboard
cardboard_124.jpg,paper,plastic,cardboard,cardboard
cardboard_125.jpg,plastic,trash,cardboard,cardboard
cardboard_126.jpg,cardboard,cardboard,paper,cardboard
cardboard_127.jpg,plastic,cardboard,cardboard,cardboard
cardboard_128.jpg,cardboard,trash,paper,cardboard
cardboard_129.jpg,trash,cardboard,cardboard,cardboard
cardboard_13.jpg,cardboard,trash,cardboard,cardboard
cardboard_130.jpg,cardboard,plastic,paper,cardboard
cardboard_131.jpg,plastic,trash,plastic,cardboard
cardboard_132.jpg,cardboard,cardboard,trash,cardboard
cardboard_133.jpg,plastic,cardboard,cardboard,cardboard
cardboard_134.jpg,trash,cardboard,cardboard,cardboard
cardboard_135.jpg,cardboard,cardboard,trash,cardboard
cardboard_136.jpg,cardboard,cardboard,paper,cardboard
cardboard_137.jpg,cardboard,plastic,cardboard,cardboard
cardboard_138.jpg,plastic,cardboard,cardboard,cardboard
cardboard_139.jpg,cardboard,cardboard,paper,cardboard
cardboard_14.jpg,cardboard,paper,plastic,cardboard
cardboard_140.jpg,plastic,cardboard,paper,cardboard
cardboard_141.jpg,cardboard,cardboard,paper,cardboard
cardboard_142.jpg,cardboard,plastic,cardboard,cardboard
cardboard_143.jpg,cardboard,paper,cardboard,cardboard
cardboard_144.jpg,cardboard,cardboard,plastic,cardboard
cardboard_145.jpg,cardboard,plastic,plastic,cardboard
cardboard_146.jpg,cardboard,cardboard,plastic,cardboard
cardboard_147.jpg,paper,paper,cardboard,cardboard
cardboard_148.jpg,cardboard,trash,cardboard,cardboard
cardboard_149.jpg,cardboard,trash,cardboard,cardboard
cardboard_15.jpg,cardboard,cardboard,plastic,cardboard
cardboard_150.jpg,cardboard,trash,trash,cardboard
cardboard_151.jpg,cardboard,cardboard,trash,cardboard
cardboard_152.jpg,cardboard,cardboard,trash,cardboard
cardboard_153.jpg,paper,plastic,cardboard,cardboard
cardboard_154.jpg,plastic,plastic,cardboard,cardboard
cardboard_155.jpg,cardboard,cardboard,plastic,cardboard
cardboard_156.jpg,plastic,cardboard,cardboard,cardboard
cardboard_157.jpg,plastic,cardboard,cardboard,cardboard
cardboard_158.jpg,cardboard,trash,cardboard,cardboard
cardboard_159.jpg,cardboard,paper,cardboard,cardboard
cardboard_16.jpg,paper,plastic,cardboard,cardboard
cardboard_160.jpg,cardboard,cardboard,paper,cardboard
cardboard_161.jpg,paper,paper,cardboard,cardboard
cardboard_162.jpg,cardboard,paper,plastic,cardboard
cardboard_163.jpg,cardboard,plastic,cardboard,cardboard
cardboard_164.jpg,cardboard,plastic,cardboard,cardboard
cardboard_165.jpg,cardboard,paper,plastic,cardboard
cardboard_166.jpg,cardboard,plastic,cardboard,cardboard
cardboard_167.jpg,paper,cardboard,plastic,cardboard
cardboard_168.jpg,cardboard,plastic,cardboard,cardboard
cardboard_169.jpg,cardboard,plastic,cardboard,cardboard
cardboard_17.jpg,plastic,cardboard,trash,cardboard
cardboard_170.jpg,plastic,paper,trash,cardboard
cardboard_171.jpg,cardboard,trash,cardboard,cardboard
cardboard_172.jpg,cardboard,cardboard,plastic,cardboard
cardboard_173.jpg,cardboard,paper,cardboard,cardboard
cardboard_174.jpg,cardboard,plastic,cardboard,cardboard
cardboard_175.jpg,cardboard,plastic,cardboard,cardboard
cardboard_176.jpg,trash,cardboard,paper,cardboard
cardboard_177.jpg,cardboard,trash,cardboard,cardboard
cardboard_178.jpg,plastic,cardboard,trash,cardboard
cardboard_179.jpg,paper,trash,paper,cardboard
cardboard_18.jpg,trash,paper,cardboard,cardboard
cardboard_180.jpg,cardboard,cardboard,trash,cardboard
cardboard_181.jpg,cardboard,paper,plastic,cardboard
cardboard_182.jpg,trash,paper,cardboard,cardboard
cardboard_183.jpg,paper,cardboard,plastic,cardboard
cardboard_184.jpg,cardboard,paper,cardboard,cardboard
cardboard_185.jpg,cardboard,plastic,cardboard,cardboard
cardboard_186.jpg,cardboard,plastic,cardboard,cardboard
cardboard_187.jpg,trash,cardboard,cardboard,cardboard
cardboard_188.jpg,paper,cardboard,trash,cardboard
cardboard_189.jpg,cardboard,paper,cardboard,cardboard
cardboard_19.jpg,paper,cardboard,cardboard,cardboard
cardboard_190.jpg,cardboard,paper,trash,cardboard
cardboard_191.jpg,cardboard,plastic,trash,cardboard
cardboard_192.jpg,trash,cardboard,paper,cardboard
cardboard_193.jpg,cardboard,cardboard,plastic,cardboard
cardboard_194.jpg,paper,plastic,paper,cardboard
cardboard_195.jpg,cardboard,trash,cardboard,cardboard
cardboard_196.jpg,cardboard,trash,cardboard,cardboard
cardboard_197.jpg,cardboard,plastic,cardboard,cardboard
cardboard_198.jpg,plastic,cardboard,cardboard,cardboard
cardboard_199.jpg,trash,cardboard,plastic,cardboard
cardboard_2.jpg,cardboard,paper,cardboard,cardboard
cardboard_20.jpg,cardboard,cardboard,trash,cardboard
cardboard_200.jpg,paper,cardboard,cardboard,cardboard
cardboard_201.jpg,paper,cardboard,cardboard,cardboard
cardboard_202.jpg,trash,cardboard,cardboard,cardboard
cardboard_203.jpg,cardboard,cardboard,trash,cardboard
cardboard_204.jpg,plastic,paper,plastic,cardboard
cardboard_205.jpg,cardboard,trash,cardboard,cardboard
cardboard_206.jpg,plastic,trash,paper,cardboard
cardboard_207.jpg,cardboard,cardboard,plastic,cardboard
cardboard_208.jpg,paper,cardboard,paper,cardboard
cardboard_209.jpg,trash,paper,trash,cardboard
cardboard_21.jpg,cardboard,paper,trash,cardboard
cardboard_210.jpg,paper,cardboard,plastic,cardboard
cardboard_211.jpg,plastic,plastic,trash,cardboard
cardboard_212.jpg,cardboard,cardboard,plastic,cardboard
cardboard_213.jpg,plastic,plastic,cardboard,cardboard
cardboard_214.jpg,paper,cardboard,plastic,cardboard
cardboard_215.jpg,cardboard,plastic,paper,cardboard
cardboard_216.jpg,plastic,paper,cardboard,cardboard
cardboard_217.jpg,cardboard,trash,cardboard,cardboard
cardboard_218.jpg,paper,cardboard,cardboard,cardboard
cardboard_219.jpg,trash,trash,cardboard,cardboard
cardboard_22.jpg,cardboard,paper,cardboard,cardboard
cardboard_220.jpg,cardboard,paper,plastic,cardboard
cardboard_221.jpg,trash,plastic,paper,cardboard
cardboard_222.jpg,cardboard,cardboard,trash,cardboard
cardboard_223.jpg,plastic,paper,cardboard,cardboard
cardboard_224.jpg,cardboard,cardboard,paper,cardboard
cardboard_225.jpg,cardboard,plastic,plastic,cardboard
cardboard_226.jpg,cardboard,cardboard,plastic,cardboard
cardboard_227.jpg,paper,cardboard,cardboard,cardboard
cardboard_228.jpg,cardboard,trash,cardboard,cardboard
cardboard_229.jpg,cardboard,plastic,paper,cardboard
cardboard_23.jpg,cardboard,cardboard,paper,cardboard
cardboard_230.jpg,cardboard,trash,cardboard,cardboard
cardboard_231.jpg,cardboard,paper,cardboard,cardboard
cardboard_232.jpg,cardboard,paper,paper,cardboard
cardboard_233.jpg,cardboard,cardboard,trash,cardboard
cardboard_234.jpg,cardboard,trash,trash,cardboard
cardboard_235.jpg,cardboard,paper,trash,cardboard
cardboard_236.jpg,paper,cardboard,cardboard,cardboard
cardboard_237.jpg,paper,cardboard,paper,cardboard
cardboard_238.jpg,cardboard,paper,paper,cardboard
cardboard_239.jpg,cardboard,cardboard,plastic,cardboard
cardboard_24.jpg,cardboard,trash,cardboard,cardboard
cardboard_240.jpg,cardboard,plastic,cardboard,cardboard
cardboard_241.jpg,paper,trash,cardboard,cardboard
cardboard_242.jpg,cardboard,paper,paper,cardboard
cardboard_243.jpg,trash,cardboard,cardboard,cardboard
cardboard_244.jpg,paper,cardboard,cardboard,cardboard
cardboard_245.jpg,cardboard,plastic,cardboard,cardboard
cardboard_246.jpg,cardboard,plastic,cardboard,cardboard
cardboard_247.jpg,paper,paper,trash,cardboard
cardboard_248.jpg,cardboard,paper,cardboard,cardboard
cardboard_249.jpg,cardboard,cardboard,plastic,cardboard
cardboard_25.jpg,cardboard,paper,cardboard,cardboard
cardboard_250.jpg,trash,cardboard,cardboard,cardboard
cardboard_251.jpg,cardboard,trash,plastic,cardboard
cardboard_252.jpg,cardboard,paper,plastic,cardboard
cardboard_253.jpg,paper,trash,plastic,cardboard
cardboard_254.jpg,cardboard,cardboard,paper,cardboard
cardboard_255.jpg,cardboard,paper,cardboard,cardboard
cardboard_256.jpg,cardboard,trash,paper,cardboard
cardboard_257.jpg,cardboard,cardboard,plastic,cardboard
cardboard_258.jpg,cardboard,cardboard,plastic,cardboard
