img_id,img_name,source,date,label
1201,shoes_1.jpg,google,2026-02-18,shoes
1202,shoes_10.jpg,google,2026-02-18,shoes
1203,shoes_100.jpg,youtube,2026-02-18,shoes
1204,shoes_101.jpg,youtube,2026-02-18,shoes
1205,shoes_102.jpg,google,2026-02-18,shoes
1206,shoes_103.jpg,google,2026-02-18,shoes
1207,shoes_104.jpg,google,2026-02-18,shoes
1208,shoes_105.jpg,flickr,2026-02-18,shoes
1209,shoes_106.jpg,youtube,2026-02-18,shoes
1210,shoes_107.jpg,google,2026-02-18,shoes
1211,shoes_108.jpg,flickr,2026-02-18,shoes
1212,shoes_109.jpg,pinterest,2026-02-18,shoes
1213,shoes_11.jpg,pinterest,2026-02-18,shoes
1214,shoes_110.jpg,google,2026-02-19,shoes
1215,shoes_111.jpg,flickr,2026-02-19,shoes
1216,shoes_112.jpg,google,2026-02-19,shoes
1217,shoes_113.jpg,google,2026-02-19,shoes
1218,shoes_114.jpg,pinterest,2026-02-19,shoes
1219,shoes_115.jpg,flickr,2026-02-19,shoes
1220,shoes_116.jpg,google,2026-02-19,shoes
1221,shoes_117.jpg,flickr,2026-02-19,shoes
1222,shoes_118.jpg,google,2026-02-19,shoes
1223,shoes_119.jpg,google,2026-02-19,shoes
1224,shoes_12.jpg,manual,2026-02-19,shoes
1225,shoes_120.jpg,google,2026-02-19,shoes
1226,shoes_121.jpg,pinterest,2026-02-20,shoes
1227,shoes_122.jpg,youtube,2026-02-20,shoes
1228,shoes_123.jpg,google,2026-02-20,shoes
1229,shoes_124.jpg,shutterstock,2026-02-20,shoes
1230,shoes_125.jpg,google,2026-02-20,shoes
1231,shoes_126.jpg,pinterest,2026-02-20,shoes
1232,shoes_127.jpg,shutterstock,2026-02-20,shoes
1233,shoes_128.jpg,google,2026-02-20,shoes
1234,shoes_129.jpg,shutterstock,2026-02-20,shoes
1235,shoes_13.jpg,flickr,2026-02-20,shoes
1236,shoes_130.jpg,pinterest,2026-02-20,shoes
1237,shoes_131.jpg,google,2026-02-20,shoes
1238,shoes_132.jpg,youtube,2026-02-20,shoes
1239,shoes_133.jpg,google,2026-02-21,shoes
1240,shoes_134.jpg,pinterest,2026-02-21,shoes
1241,shoes_135.jpg,shutterstock,2026-02-21,shoes
1242,shoes_136.jpg,youtube,2026-02-21,shoes
1243,shoes_137.jpg,flickr,2026-02-21,shoes
1244,shoes_138.jpg,shutterstock,2026-02-21,shoes
1245,shoes_139.jpg,youtube,2026-02-21,shoes
1246,shoes_14.jpg,flickr,2026-02-21,shoes
1247,shoes_140.jpg,google,2026-02-21,shoes
