img_id,img_name,source,date,label
1501,trash_1.jpg,flickr,2026-02-18,trash
1502,trash_10.jpg,youtube,2026-02-18,trash
1503,trash_100.jpg,flickr,2026-02-18,trash
1504,trash_101.jpg,google,2026-02-18,trash
1505,trash_102.jpg,google,2026-02-18,trash
1506,trash_103.jpg,google,2026-02-18,trash
1507,trash_104.jpg,flickr,2026-02-18,trash
1508,trash_105.jpg,youtube,2026-02-18,trash
1509,trash_106.jpg,google,2026-02-18,trash
1510,trash_107.jpg,youtube,2026-02-18,trash
1511,trash_108.jpg,manual,2026-02-18,trash
1512,trash_109.jpg,shutterstock,2026-02-18,trash
1513,trash_11.jpg,flickr,2026-02-18,trash
1514,trash_110.jpg,google,2026-02-19,trash
1515,trash_111.jpg,google,2026-02-19,trash
1516,trash_112.jpg,manual,2026-02-19,trash
1517,trash_113.jpg,flickr,2026-02-19,trash
1518,trash_114.jpg,google,2026-02-19,trash
1519,trash_115.jpg,manual,2026-02-19,trash
1520,trash_116.jpg,manual,2026-02-19,trash
1521,trash_117.jpg,flickr,2026-02-19,trash
1522,trash_118.jpg,google,2026-02-19,trash
1523,trash_119.jpg,youtube,2026-02-19,trash
1524,trash_12.jpg,flickr,2026-02-19,trash
1525,trash_120.jpg,google,2026-02-19,trash
1526,trash_121.jpg,shutterstock,2026-02-20,trash
1527,trash_122.jpg,google,2026-02-20,trash
1528,trash_123.jpg,pinterest,2026-02-20,trash
1529,trash_124.jpg,youtube,2026-02-20,trash
1530,trash_125.jpg,pinterest,2026-02-20,trash
1531,trash_126.jpg,pinterest,2026-02-20,trash
1532,trash_127.jpg,youtube,2026-02-20,trash
1533,trash_128.jpg,youtube,2026-02-20,trash
1534,trash_129.jpg,shutterstock,2026-02-20,trash
1535,trash_13.jpg,youtube,2026-02-20,trash
1536,trash_130.jpg,google,2026-02-20,trash
1537,trash_131.jpg,shutterstock,2026-02-20,trash
1538,trash_132.jpg,manual,2026-02-20,trash
1539,trash_133.jpg,youtube,2026-02-21,trash
1540,trash_134.jpg,google,2026-02-21,trash
1541,trash_135.jpg,pinterest,2026-02-21,trash
1542,trash_136.jpg,pinterest,2026-02-21,trash
1543,trash_137.jpg,google,2026-02-21,trash
1544,trash_138.jpg,google,2026-02-21,trash
1545,trash_139.jpg,youtube,2026-02-21,trash
1546,trash_14.jpg,google,2026-02-21,trash
1547,trash_140.jpg,manual,2026-02-21,trash
1548,trash_141.jpg,pinterest,2026-02-21,trash
1549,trash_142.jpg,google,2026-02-21,trash
1550,trash_143.jpg,google,2026-02-21,trash
1551,trash_144.jpg,google,2026-02-22,trash
1552,trash_145.jpg,google,2026-02-22,trash
1553,trash_146.jpg,google,2026-02-22,trash
1554,trash_147.jpg,youtube,2026-02-22,trash
1555,trash_148.jpg,youtube,2026-02-22,trash
1556,trash_149.jpg,google,2026-02-22,trash
1557,trash_15.jpg,manual,2026-02-22,trash
1558,trash_150.jpg,manual,2026-02-22,trash
1559,trash_151.jpg,shutterstock,2026-02-22,trash
1560,trash_152.jpg,shutterstock,2026-02-22,trash
1561,trash_153.jpg,google,2026-02-22,trash
1562,trash_154.jpg,flickr,2026-02-22,trash
1563,trash_155.jpg,youtube,2026-02-22,trash
1564,trash_156.jpg,pinterest,2026-02-23,trash
1565,trash_157.jpg,google,2026-02-23,trash
1566,trash_158.jpg,google,2026-02-23,trash
1567,trash_159.jpg,flickr,2026-02-23,trash
1568,trash_16.jpg,google,2026-02-23,trash
1569,trash_160.jpg,manual,2026-02-23,trash
1570,trash_161.jpg,shutterstock,2026-02-23,trash
1571,trash_162.jpg,google,2026-02-23,trash
1572,trash_163.jpg,youtube,2026-02-23,trash
1573,trash_164.jpg,google,2026-02-23,trash
1574,trash_165.jpg,shutterstock,2026-02-23,trash
1575,trash_166.jpg,google,2026-02-23,trash
1576,trash_167.jpg,pinterest,2026-02-24,trash
1577,trash_168.jpg,google,2026-02-24,trash
1578,trash_169.jpg,google,2026-02-24,trash
1579,trash_17.jpg,google,2026-02-24,trash
1580,trash_170.jpg,google,2026-02-24,trash
1581,trash_171.jpg,google,2026-02-24,trash
1582,trash_172.jpg,google,2026-02-24,trash
1583,trash_173.jpg,google,2026-02-24,trash
1584,trash_174.jpg,flickr,2026-02-24,trash
1585,trash_175.jpg,flickr,2026-02-24,trash
1586,trash_176.jpg,youtube,2026-02-24,trash
1587,trash_177.jpg,flickr,2026-02-24,trash
1588,trash_178.jpg,manual,2026-02-24,trash
1589,trash_179.jpg,google,2026-02-25,trash
1590,trash_18.jpg,flickr,2026-02-25,trash
1591,trash_180.jpg,shutterstock,2026-02-25,trash
1592,trash_181.jpg,youtube,2026-02-25,trash
1593,trash_182.jpg,flickr,2026-02-25,trash
1594,trash_183.jpg,pinterest,2026-02-25,trash
1595,trash_184.jpg,manual,2026-02-25,trash
1596,trash_185.jpg,manual,2026-02-25,trash
1597,trash_186.jpg,manual,2026-02-25,trash
1598,trash_187.jpg,manual,2026-02-25,trash
1599,trash_188.jpg,pinterest,2026-02-25,trash
1600,trash_189.jpg,google,2026-02-25,trash
1601,trash_19.jpg,google,2026-02-26,trash
1602,trash_190.jpg,pinterest,2026-02-26,trash
