img_name,label1,label2,label3,final_label
paper_1.jpg,cardboard,paper,paper,paper
paper_10.jpg,paper,paper,cardboard,paper
paper_100.jpg,paper,paper,cardboard,paper
paper_101.jpg,paper,paper,biological,paper
paper_102.jpg,paper,biological,paper,paper
paper_103.jpg,cardboard,cardboard,paper,paper
paper_104.jpg,paper,paper,cardboard,paper
paper_105.jpg,paper,biological,biological,paper
paper_106.jpg,paper,paper,trash,paper
paper_107.jpg,trash,paper,biological,paper
paper_108.jpg,paper,paper,trash,paper
paper_109.jpg,paper,trash,paper,paper
paper_11.jpg,paper,paper,trash,paper
paper_110.jpg,paper,paper,biological,paper
paper_111.jpg,paper,cardboard,cardboard,paper
paper_112.jpg,trash,cardboard,cardboard,paper
paper_113.jpg,trash,paper,biological,paper
paper_114.jpg,paper,cardboard,biological,paper
paper_115.jpg,paper,paper,biological,paper
paper_116.jpg,biological,paper,paper,paper
paper_117.jpg,biological,paper,trash,paper
paper_118.jpg,paper,trash,paper,paper
paper_119.jpg,paper,paper,cardboard,paper
paper_12.jpg,paper,paper,cardboard,paper
paper_120.jpg,trash,paper,paper,paper
paper_121.jpg,cardboard,biological,biological,paper
paper_122.jpg,trash,paper,paper,paper
paper_123.jpg,paper,biological,trash,paper
paper_124.jpg,paper,paper,cardboard,paper
paper_125.jpg,paper,trash,paper,paper
paper_126.jpg,paper,cardboard,cardboard,paper
paper_127.jpg,paper,paper,cardboard,paper
paper_128.jpg,paper,paper,cardboard,paper
paper_129.jpg,paper,paper,trash,paper
paper_13.jpg,paper,cardboard,trash,paper
paper_130.jpg,paper,cardboard,paper,paper
paper_131.jpg,paper,cardboard,trash,paper
paper_132.jpg,paper,trash,paper,paper
paper_133.jpg,paper,trash,paper,paper
paper_134.jpg,paper,cardboard,biological,paper
paper_135.jpg,paper,cardboard,paper,paper
paper_136.jpg,paper,cardboard,paper,paper
paper_137.jpg,paper,cardboard,paper,paper
paper_138.jpg,paper,paper,biological,paper
paper_139.jpg,trash,cardboard,paper,paper
paper_14.jpg,paper,paper,trash,paper
paper_140.jpg,paper,trash,paper,paper
paper_141.jpg,paper,biological,paper,paper
paper_142.jpg,paper,paper,cardboard,paper
paper_143.jpg,paper,trash,cardboard,paper
paper_144.jpg,paper,paper,biological,paper
paper_145.jpg,paper,paper,trash,paper
paper_146.jpg,paper,trash,paper,paper
paper_147.jpg,paper,cardboard,biological,paper
paper_148.jpg,paper,cardboard,paper,paper
paper_149.jpg,paper,trash,cardboard,paper
paper_15.jpg,paper,biological,paper,paper
