img_id,img_name,source,date,label
301,clothes_1.jpg,manual,2026-02-18,clothes
302,clothes_10.jpg,google,2026-02-18,clothes
303,clothes_100.jpg,google,2026-02-18,clothes
304,clothes_101.jpg,google,2026-02-18,clothes
305,clothes_102.jpg,google,2026-02-18,clothes
306,clothes_103.jpg,google,2026-02-18,clothes
307,clothes_104.jpg,google,2026-02-18,clothes
308,clothes_105.jpg,google,2026-02-18,clothes
309,clothes_106.jpg,google,2026-02-18,clothes
310,clothes_107.jpg,pinterest,2026-02-18,clothes
311,clothes_108.jpg,google,2026-02-18,clothes
312,clothes_109.jpg,pinterest,2026-02-18,clothes
313,clothes_11.jpg,flickr,2026-02-18,clothes
314,clothes_110.jpg,flickr,2026-02-19,clothes
315,clothes_111.jpg,google,2026-02-19,clothes
316,clothes_112.jpg,google,2026-02-19,clothes
317,clothes_113.jpg,google,2026-02-19,clothes
318,clothes_114.jpg,youtube,2026-02-19,clothes
319,clothes_115.jpg,google,2026-02-19,clothes
320,clothes_116.jpg,youtube,2026-02-19,clothes
321,clothes_117.jpg,flickr,2026-02-19,clothes
322,clothes_118.jpg,google,2026-02-19,clothes
323,clothes_119.jpg,youtube,2026-02-19,clothes
324,clothes_12.jpg,flickr,2026-02-19,clothes
325,clothes_120.jpg,youtube,2026-02-19,clothes
326,clothes_121.jpg,shutterstock,2026-02-20,clothes
327,clothes_122.jpg,youtube,2026-02-20,clothes
328,clothes_123.jpg,google,2026-02-20,clothes
329,clothes_124.jpg,google,2026-02-20,clothes
330,clothes_125.jpg,pinterest,2026-02-20,clothes
331,clothes_126.jpg,google,2026-02-20,clothes
332,clothes_127.jpg,shutterstock,2026-02-20,clothes
333,clothes_128.jpg,flickr,2026-02-20,clothes
334,clothes_129.jpg,google,2026-02-20,clothes
335,clothes_13.jpg,flickr,2026-02-20,clothes
336,clothes_130.jpg,shutterstock,2026-02-20,clothes
337,clothes_131.jpg,google,2026-02-20,clothes
338,clothes_132.jpg,youtube,2026-02-20,clothes
339,clothes_133.jpg,google,2026-02-21,clothes
340,clothes_134.jpg,manual,2026-02-21,clothes
341,clothes_135.jpg,youtube,2026-02-21,clothes
342,clothes_136.jpg,flickr,2026-02-21,clothes
343,clothes_137.jpg,youtube,2026-02-21,clothes
344,clothes_138.jpg,flickr,2026-02-21,clothes
345,clothes_139.jpg,google,2026-02-21,clothes
346,clothes_14.jpg,google,2026-02-21,clothes
347,clothes_140.jpg,shutterstock,2026-02-21,clothes
348,clothes_141.jpg,google,2026-02-21,clothes
349,clothes_142.jpg,google,2026-02-21,clothes
350,clothes_143.jpg,youtube,2026-02-21,clothes
351,clothes_144.jpg,flickr,2026-02-22,clothes
352,clothes_145.jpg,youtube,2026-02-22,clothes
353,clothes_146.jpg,flickr,2026-02-22,clothes
354,clothes_147.jpg,pinterest,2026-02-22,clothes
355,clothes_148.jpg,pinterest,2026-02-22,clothes
356,clothes_149.jpg,flickr,2026-02-22,clothes
357,clothes_15.jpg,shutterstock,2026-02-22,clothes
358,clothes_150.jpg,manual,2026-02-22,clothes
359,clothes_151.jpg,shutterstock,2026-02-22,clothes
360,clothes_152.jpg,shutterstock,2026-02-22,clothes
361,clothes_153.jpg,google,2026-02-22,clothes
362,clothes_154.jpg,google,2026-02-22,clothes
363,clothes_155.jpg,google,2026-02-22,clothes
364,clothes_156.jpg,google,2026-02-23,clothes
365,clothes_157.jpg,flickr,2026-02-23,clothes
366,clothes_158.jpg,manual,2026-02-23,clothes
367,clothes_159.jpg,google,2026-02-23,clothes
368,clothes_16.jpg,youtube,2026-02-23,clothes
369,clothes_160.jpg,google,2026-02-23,clothes
370,clothes_161.jpg,flickr,2026-02-23,clothes
371,clothes_162.jpg,shutterstock,2026-02-23,clothes
372,clothes_163.jpg,google,2026-02-23,clothes
373,clothes_164.jpg,flickr,2026-02-23,clothes
374,clothes_165.jpg,google,2026-02-23,clothes
375,clothes_166.jpg,google,2026-02-23,clothes
376,clothes_167.jpg,google,2026-02-24,clothes
377,clothes_168.jpg,flickr,2026-02-24,clothes
378,clothes_169.jpg,pinterest,2026-02-24,clothes
379,clothes_17.jpg,shutterstock,2026-02-24,clothes
380,clothes_170.jpg,manual,2026-02-24,clothes
381,clothes_171.jpg,google,2026-02-24,clothes
382,clothes_172.jpg,youtube,2026-02-24,clothes
383,clothes_173.jpg,flickr,2026-02-24,clothes
384,clothes_174.jpg,google,2026-02-24,clothes
385,clothes_175.jpg,pinterest,2026-02-24,clothes
386,clothes_176.jpg,youtube,2026-02-24,clothes
387,clothes_177.jpg,pinterest,2026-02-24,clothes
388,clothes_178.jpg,flickr,2026-02-24,clothes
389,clothes_179.jpg,pinterest,2026-02-25,clothes
390,clothes_18.jpg,google,2026-02-25,clothes
391,clothes_180.jpg,youtube,2026-02-25,clothes
392,clothes_181.jpg,google,2026-02-25,clothes
393,clothes_182.jpg,shutterstock,2026-02-25,clothes
394,clothes_183.jpg,google,2026-02-25,clothes
395,clothes_184.jpg,flickr,2026-02-25,clothes
396,clothes_185.jpg,flickr,2026-02-25,clothes
397,clothes_186.jpg,manual,2026-02-25,clothes
398,clothes_187.jpg,google,2026-02-25,clothes
399,clothes_188.jpg,youtube,2026-02-25,clothes
400,clothes_189.jpg,google,2026-02-25,clothes
401,clothes_19.jpg,shutterstock,2026-02-26,clothes
402,clothes_190.jpg,google,2026-02-26,clothes
403,clothes_191.jpg,google,2026-02-26,clothes
404,clothes_192.jpg,google,2026-02-26,clothes
405,clothes_193.jpg,youtube,2026-02-26,clothes
406,clothes_194.jpg,google,2026-02-26,clothes
407,clothes_195.jpg,youtube,2026-02-26,clothes
408,clothes_196.jpg,manual,2026-02-26,clothes
409,clothes_197.jpg,pinterest,2026-02-26,clothes
410,clothes_198.jpg,youtube,2026-02-26,clothes
411,clothes_199.jpg,youtube,2026-02-26,clothes
412,clothes_2.jpg,google,2026-02-26,clothes
413,clothes_20.jpg,google,2026-02-26,clothes
414,clothes_200.jpg,google,2026-02-27,clothes
415,clothes_201.jpg,google,2026-02-27,clothes
416,clothes_202.jpg,google,2026-02-27,clothes
417,clothes_203.jpg,google,2026-02-27,clothes
418,clothes_204.jpg,flickr,2026-02-27,clothes
419,clothes_205.jpg,google,2026-02-27,clothes
420,clothes_206.jpg,google,2026-02-27,clothes
421,clothes_207.jpg,youtube,2026-02-27,clothes
422,clothes_208.jpg,youtube,2026-02-27,clothes
423,clothes_209.jpg,youtube,2026-02-27,clothes
424,clothes_21.jpg,flickr,2026-02-27,clothes
425,clothes_210.jpg,pinterest,2026-02-27,clothes
426,clothes_211.jpg,manual,2026-02-28,clothes
427,clothes_212.jpg,youtube,2026-02-28,clothes
428,clothes_213.jpg,pinterest,2026-02-28,clothes
429,clothes_214.jpg,google,2026-02-28,clothes
430,clothes_215.jpg,youtube,2026-02-28,clothes
431,clothes_216.jpg,youtube,2026-02-28,clothes
432,clothes_217.jpg,pinterest,2026-02-28,clothes
433,clothes_218.jpg,google,2026-02-28,clothes
434,clothes_219.jpg,manual,2026-02-28,clothes
435,clothes_22.jpg,google,2026-02-28,clothes
436,clothes_220.jpg,google,2026-02-28,clothes
437,clothes_221.jpg,youtube,2026-02-28,clothes
438,clothes_222.jpg,pinterest,2026-02-28,clothes
439,clothes_223.jpg,google,2026-03-01,clothes
440,clothes_224.jpg,google,2026-03-01,clothes
441,clothes_225.jpg,google,2026-03-01,clothes
442,clothes_226.jpg,pinterest,2026-03-01,clothes
443,clothes_227.jpg,flickr,2026-03-01,clothes
444,clothes_228.jpg,pinterest,2026-03-01,clothes
445,clothes_229.jpg,flickr,2026-03-01,clothes
446,clothes_23.jpg,flickr,2026-03-01,clothes
447,clothes_230.jpg,google,2026-03-01,clothes
448,clothes_231.jpg,google,2026-03-01,clothes
449,clothes_232.jpg,shutterstock,2026-03-01,clothes
450,clothes_233.jpg,manual,2026-03-01,clothes
451,clothes_234.jpg,youtube,2026-03-02,clothes
452,clothes_235.jpg,pinterest,2026-03-02,clothes
453,clothes_236.jpg,shutterstock,2026-03-02,clothes
454,clothes_237.jpg,google,2026-03-02,clothes
455,clothes_238.jpg,flickr,2026-03-02,clothes
456,clothes_239.jpg,google,2026-03-02,clothes
457,clothes_24.jpg,google,2026-03-02,clothes
458,clothes_240.jpg,google,2026-03-02,clothes
459,clothes_241.jpg,shutterstock,2026-03-02,clothes
460,clothes_242.jpg,manual,2026-03-02,clothes
461,clothes_243.jpg,google,2026-03-02,clothes
462,clothes_244.jpg,manual,2026-03-02,clothes
463,clothes_245.jpg,google,2026-03-02,clothes
464,clothes_246.jpg,google,2026-03-03,clothes
465,clothes_247.jpg,google,2026-03-03,clothes
466,clothes_248.jpg,youtube,2026-03-03,clothes
467,clothes_249.jpg,manual,2026-03-03,clothes
468,clothes_25.jpg,google,2026-03-03,clothes
469,clothes_250.jpg,google,2026-03-03,clothes
470,clothes_251.jpg,google,2026-03-03,clothes
471,clothes_252.jpg,manual,2026-03-03,clothes
472,clothes_253.jpg,pinterest,2026-03-03,clothes
473,clothes_254.jpg,shutterstock,2026-03-03,clothes
474,clothes_255.jpg,google,2026-03-03,clothes
475,clothes_256.jpg,youtube,2026-03-03,clothes
476,clothes_257.jpg,pinterest,2026-03-04,clothes
477,clothes_258.jpg,shutterstock,2026-03-04,clothes
478,clothes_259.jpg,pinterest,2026-03-04,clothes
479,clothes_26.jpg,flickr,2026-03-04,clothes
480,clothes_260.jpg,flickr,2026-03-04,clothes
